@RELATION	sentence_emotions

@ATTRIBUTE	sentence string
@ATTRIBUTE	emosi  { disgust , fear , happy , sad , surprise , angry }

@DATA
' I can \' t wait for Valentine \' s day becasuse Its my first Valentine \' s day  with Sebastian.  I \' m very happy.  I hope he take me some where special.  I just can \' t wait to spend time with Sebastian on Valentine \' s day.  I Love Seby alot.  I Love Seby, I Love Seby, I Love Seby, I Love Seby, I Love Seby, I Love Seby, I Love Seby.                                           &lt;3I Love Seby ' , happy
' This weekend was so bored.  I didn \' t do anything but hang out with Paola and Mike on saturday.  On Friday went to the mall with michelle.  Seby was hanging out with his boy from Florida.  I really miss seby alot.  He make me happy and I like been with him.  I love Seby alot.                       &lt;3I LOVE SEBY&lt;3  and I LOVE KISSING HIM. ' , happy
' Starting monday i have a week off from school. i am so happy for that. i have no idea what i \' m doing but i might just go to the city in the middle of the week to buy my books. i \' m also going job hunting too. ' , happy
' Today Seby went to my house.  I gave me a pink rose.  I was superise that he brought me a rose.  Thanks Seby for the rose and I love the rose alot.  I can see myseft with Seby in the furturn.  I really ilke he alot.  When I see him, he make me happy and I lookward to see.  I just love Seby. ' , happy
' Thank you for the few quick response \' s i got about my beloved Spike !  Spencer will be taking him on saturday.  Is anyone going to TG on the 22nd? x ' , happy
' It \' s so nice to be bald again !   I understand some people love their hair, but I fully recommend shaving it all off to anyone who thinks their head might be a good shape for it.  That \' s how I started and it \' s been over 5 years now since I \' ve had hair !   Thanks, Meg, for forcing me to shave it again this week ! ' , happy
' To my legion of 1 loyal fan !   I leave the country in a few days. But I`m currently in the one place I want to be. With you at your house with u on a dance mat.  I`m going to try and stop you reading this until I leave. I just want to say I love you and I`m going to miss you. And take care of Snowy.   Love moose ' , happy
' In Practicum today Steven put me to work cleaning out the prop closet thingy.  Man that place was/is a mess.  It looks better now.  I cut myself on something in there and now I \' m thinking I should go get a tetnis shot.... (Yeah, I don \' t know how to spell tetnis or tetnus)  :-)   It \' s starting to rain. ' , happy
' YAY !  !  !  I finally fixed my Live Journal !  !  !  It looks so goo now..................................... ......and yes Kris I we \' re going to pretend that the song quote ISN \' T messed up, lol, I actually made my icon ALL BY MYSELF !  !  !  !                                          xoxox ' , happy
' wow- today was a great day !  i got a gnormous card from nicole and then i got a rose from joren !  lol !  but nicole got 12 !  lol- just kiddin- love ya jor !  then i had a practice and i haven \' t been there in awhile- so that was a little slap in the face !  lol !  and now i \' m watching friends with my family and i \' m about to take a shower !  lol !    sorry about your valentines day tabitha ' , happy
' Amazingly happy=me.  Like you have no idea. Track meet tomorrow.  My 4x800 team shall kick butt.  I think I \' m doing 4 running events though.  Thats 2 and a quarter miles worth of full out sprinting.  I \' m gonna die.  But it \' ll be fun.  I \' m excited, which is crazy. ' , happy
' Some pics of the baby and his daddy -          Even though we NEED to return some videos, and I am desparate for a coffee, I wouldn \' t interrupt this for anything in the world. ! ' , happy
' Waiting for the break of day Searching for something to say Flashing lights against the sky Giving up I close my eyes  Sitting cross leg on the floor 25 or 6 to 4  Staring blindly into space Getting up to splash my face Wanting just to stay away Wondering how much I can take  Should I try to do some MORE 25 or 6 to 4 ' , happy
' XianghuaALPHA:  http://www.foundrynet.com/about/partner s/fortified/partnersCoLo.html  XianghuaALPHA:  http://order.1and1.com/xml/order/Se rver;jsessionid=A2E8FB64F038FD76B782B259 FF57F19F.TC61a?ac=OM.US.US430K02113T1776 a   61ACE3   remember that now ! ' , happy
' I want to change my picture to Tots. Did a fast google image search on them. What did I get?   Farkin \'  Pikachu TOTS !  ! ' , happy
' lalalalala  family academy was aweseome....def poets rock....i really wanna get back into writing so maybe i can start reciting some....they said we might have a school reading and that would rock my socks ' , happy
' wow, is anyone watching the O \' s game on UPN right now?  O \' s gave up 3 runs in the top of the fourth  in the bottom, they had two outs and proceded to get 6 runs to take the lead from the yankee \' s  go o \' s ! ' , happy
' Happy Chinese New Year everyone !  !  !  !  !  hehe.. gd mood today.. cos a bunch of pple in class finally decided to email Dr Ali to ask her to cancel lecture later.. haiz.. dat day ask nobody wana raise up their hands.. make mi upset for the whole weekend.. sigh.. haha.. but at least now there \' s no lecture.. can stay home n haf a gd dinner with my family.. yay !  ! ' , happy
' :) I just realized my essay has to be 1000 words, not 1500 :) YAY !  I \' m already on 680 and i don \' t have an intro or conclusion (and haven \' t really finished the paragraph i started)....ohh !  Everything \' s coming up Milhouse !  ! ' , happy
' everything is looking up !   i found my ID !   doug CAN move, cheap rent WOOHOOO !   im going home soon !  !   um thats about it , but it felt like more. xox ' , happy
' Well I went out again with Marcelo, Louise and Karolina. I was weird, really. I was laughing all the time. I don \' t even know why. And they were looking at me like I was crazy, I guess I was a little bit haha :) ' , happy
' YaY i got my letter in the mail and my homeroom is # 55 i have no clue where that is but thats ok lol i \' m in 11th grade and don \' t know where classrooms are how dumb am i (don \' t answer that) ' , happy
' THE FUNK HAS LIFTED...  i was in a seriously weird  \' i wanna go home \'  mood yesterday...  so i did 1130 out of 1500 words of my lab report and now i am allll HAPPY HAPPY JOY JOY  weee hoooo  plus i cannot wait till the CO & CA gig theres a poster for it and everything o.0 :D    \' burn your wings ' , happy
' That \' s right folks. It \' s the time of year where Jen is at her happiest. The time of year when the weather starts to change and one of the greatest things ever is in abundance. No, not candy... ' , happy
' So, Christmas finally came to the Corwin house !   Yep.... on 1/7/2005 santa finally got his fat butt over here and delivered the goods.  The Coyotes that live in my graveyard almost got him, but he used his dark elfin magic and was fine.  Also, Usopp learned how to love.  ....biggest lie I ever told... ' , happy
' I \' m here !   I \' m alive !   Good things have happened in my life and when I have it all sorted out in my mind I \' ll write about it.  Hi friends, I hope you had a good weekend ! ' , happy
' New years was blah because I was sick.  Me and Becca brought Adrienne cake after dance tonite and we ate it on her floor and reunited.   It was very YaYa Sisterhoodish.  FINALS next week. ' , happy
' I went to Disneyland with Corey, James, and his girlfriend, Sinead. I did this all day: smiled, laughed, kissed, held his hand, hugged, danced, blushed, and more.  I like Disneyland and I like him.  =) ' , happy
' computational biology project done !  experiments, writeup and slides.  standing in my way until thursday: 1 20 minute presentation  and 1 final exam. ' , happy
' That is all for now, cause Johns already bitching about everything I wrote.....pryor(i def know i spelt that wrong) to this.  He feels compelled to read everything......lol......So since I know he will be reading this tom......JOHNS A DOUCHE ! ' , happy
' The nearest supermarket now carries frozen Empire Kosher chickens.  Slightly pricey, but beats 2 hr roundtrip shopping via T bus. ' , happy
' hell yeah. tonight Dallas, Monica, Chris, Jason, Andy, and lots of other peeple are comin over for my party. w0ot w0ot. it \' s gonna be fun. so anyway that \' s all i wanted to say I guess. later. ' , happy
' his name is merlin, and he \' s a black and grey roan...  russian blue and manx mix...  he \' s my precious ! ' , happy
' because I \' m thinking about it now...  Tomorrow afternoon I \' m leaving the PLU campus to go to Shoreline, then on Friday afternoon/evening I will be on a train to Montana for the weekend. I \' ll be back on campus Tuesday afternoon. Hope everyone has a good weekend (I know this is a little early to say, but oh well...) !   :) :) ' , happy
' We \' ve had a lot of fun -- playing games, making lunch together, playing outside in the backyard with the dog, washing the car, reading a great story and more.  This is the way to start a new year. :o)  I feel like a good mom today. :oD ' , happy
' does anybody know someone who wants to buy a car? i \' m selling my white 96 chrysler sebring convertible. it \' s got 119K miles on it and in good condition. i \' m asking for $4800 obo. if anyone knows someone who would like it, give me a call and we \' ll talk out the details. ' , happy
' YAY FOR NICE WEATHER !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !  !    on weather.com it said that it was 77 out today...but i dont believe that, id say more like 70. tomorrows supposed to me warm too. ' , happy
' i dont really have anything interesting to update about but i really wanted to update for some reason...so ill talk about my dream lastnight... ' , happy
' The rough edit of  The Idiocy Vice  is almost ready. It currently runs for 124 mins, a figure which is definitely gonna have to come down. I \' ve put a couple of shots from the film up on the front page of the  website . Apart from that, not much else to report ! ' , happy
' Saw  \' A Series of Unfortunate Events \'  liked very much, it was a good movie. I \' m sorta tempted to read the books. Speaking of books the new Anita Blake was on sale so i bought while i was in Boston, so happy. i thought i had to wait till it came ut on paperback cuz hardcovers are expensive, i love after x-mas sales. ' , happy
' just to let people who look at my journal know why i haven \' t updated in a while....    that \' s right so if you wanna read my entries you gotta be on my friends list ! ' , happy
' I think I \' m going to like Thursdays.  I get to sleep in until 11:30, have 3 classes back to back that I like (Japanese, pop culture, and music 222), and don \' t have to work.  This makes me happy =) ' , happy
' Spring Break officially starts tomorrow !   (no offense to trevor and mike) lol &lt;3 &lt;3 &lt;3  ~SUMMERLAND WAS AWESOME~  A*W*E*S*O*M*E ' , happy
' HAPPY BIRTHDAY RACHEL !  !  !  !  !  !       Now everyone else, go and wish my bestest a super happy 16th birthday cuz I said so ! ' , happy
' i`m going snow tubing tomorrow !  :D  9 more days until my birthday...  though i`ll probably have to work.  10 more days until i`m done my last final exam.  15 more days until christmas !   21 more days until new year \' s eve ! ' , happy
' yay !  !  !  !  !  !  !  !   snow days make me happy, especially when i haven \' t done my homework.  anyway, i \' m stuck at home babysitting the siblings til 2:30, then i prolly need andare alla casa di sarah e lavoro sulla progetta per italiano. which makes me sad. ' , happy
' HEY GUYS.... TODAYS MY BIRTHDAY...... YEEEEEEEA BABY ~~~ IM FINALLY 21. OH YEA....... WELL, IM OFF TO WORK.... LOVE YOU GUYS. ~ CHRISTI ~ ' , happy
' Yesssssss !  !  !  !  !  it is finally spring break. the bad thing is i only have 1 day where i can be lazy and that is tomorrow !  well what is everyone else doing for break???   i &lt;3 maroon 5 !  !  !  ! ' , happy
' It is 6:00 am and I have been surfing for an hour now.....Up shot is I got The Dark Crystal in yesterday. The FULL film score is astoundingly beautiful ! ' , happy
' Current Obsession: Fullmetal Alchemist Approximated Recovery Time: Anywhere from a week to never. Current Most Often Said Quote:  \' NO, I DO NOT WANT TO FORMAT THE DAMN FLOPPY !  !  !  !  \'  Current Annoyance: My spine hurts. o_O Last Song Listened To: Franz Ferdinand -  \' Take Me Out \'  Last Show Watched: Fullmetal Alchemist &lt;&lt;; Current Thought:  \' Why the hell am I doing this? \'   Later. ' , happy
' Please post a comment with a memory you have of me. It can be anything you want. It can be good or bad, just so long as it happened. Then post this to your journal and see what people remember about you...   And if you comment, I \' ll comment back with a treasured memory of you !  ---------------------------------------- -------------------------------- ' , happy
' It \' s my motherfuckin birfday !  !  !  !  !  If you aren \' t at Posse tonight at 10 (and you \' re in Austin), then you are no longer my friend. I hate you, but all of you that are there for my birthday, you are my true friends and I love you. You guys are badass.  EDIT: I would like for everyone to know that I don \' t remember posting this cause I was way too drunk. What a way to ring in my birthday !  !  ! ' , happy
' well today was absolutely lovely. i walked around town. hung out with lael. came home. hung out with tyler. i had sucha  great time. we just chilled and talked. it was fun. Now i am making plans for tonight.i guess we \' ll see if tonight will be great too..  &lt;3&lt;3 ' , happy
' Yo, you tell your brother that i \' m gunna bring my homiz down to yo house and kick him and micah \' s ass. two on two bitches.    hahahahahhhahaahahahahaa  ooooooooooooooookkkkkkkkkkkkkkkkk  ps.HE \' S WHITE. ' , happy
' &lt;table width=400 align=center border=1 bordercolor=black cellspacing=0 cellpadding=2&gt; &lt;tr&gt;&lt;td bgcolor=#66CCFF align=center&gt; &lt;font face= \' Georgia, Times New Roman, Times, serif \'  style= \' color:black; font-size: 14pt; \' &gt; &lt;b&gt;Your Love Style is Storge&lt;/b&gt;&lt;/font&gt;&lt;/td&gt;&lt;/tr&gt; &lt;tr&gt;&lt;td bgcolor=#FFFFFF&gt; ' , happy
' christina bittar:  \' luci, you are SO dishev \'   julia burke:  \' it smells like hanukkah...can you smell it? \'   miranda hall:  \' it \' ll match my lei...give me a break. \'   me:  \' where the heck do you live anyway? \'  catherine murphy:  \' i live amongst the cows. ' , happy
' I \' m playing in the snow and i can barely type. It cold like a son of a bitch !  !  type later, snow in 17 years, so cooool !  !  !  !  ! ' , happy
' Dr Johnson once said  \'  when a man grows tired of London, he grows tired of life , for London shows all that life has to offer \' .  Edit 16.30 : A month ago, at 16.30 in the afternoon, it was pitch dark. Now the sun is shining, feels like spring !  15 degrees *yay* ' , happy
' so it seems i lied,  i baut  2 new things for my truck. an alpine cd player  and a dvd player.  that should be it tho, ok maybe the xm and the subs but.    me shawn alma and krista went to see hide and seek tonight it was ok, not that freat but not bad, got the cd player installed. and i washed all the salt of.  i think i might go riding tomorow if it is warm i think it is suposed to be. ' , happy
' About the 5th attempt at writing this post.   You know that thing you \' re thinking about maybe doing, but feel a bit nervous? Yeah,  that  one.   Do it . Not  \' yes, i \' ll do that \' , but do it   now  . Get off LiveJournal, pick up the phone or walk to them and say what you need to say.  The X is in the corner. Success awaits. ' , happy
' WHOO HOO !  well Today I got American Hi-Fi \' s CD. Right now I am Ripping them into Mp3 files.Today I had to go with my Mom to see if the CD was cheaper on base.(Mah Dad is in the Marines) And they did not have it. CURSE j00 !  GOOBYE !  remember  AudioGrabber  is teh  BEST ! ' , happy
' ummmm.... what \' s new with me that i haven \' t written about.....???  ummm.... i got a car... i have a new friend !  !  !  her name is Jillian. she \' s cool. yeah...me and tiff arent friends anymore...(she \' s a BITCH ! ) hahahaha. AnYwAyS. i go hang out with freddy everyday during lunch. it \' s fun ! ' , happy
' hey ya \' ll...not much going on..i \' m so ready for school to be over and for spring break to come...spring fling was alot of fun !  i \' ll have to put some pictures on here when i can get them !    *Rebecca, Daniel, SK, Jonathan, Matthew, MK, Aaron, and Katie, i had so much fun with ya \' ll !  !  dinner was great i love you all so much*  I hope everyone had a good weekend !    adios ' , happy
' hey everyone..my computer is still down so i have to update at school...everything is going very well...friday was SO GREAT !  :) nothing really exciting is going on except school. kickball today in PE was absolutely hilarious !  !  wow that was fun anyways, i \' m gone, nothing else really to say !  i love all of my friends !  ya \' ll are great !   PS: i get my cell back tomorrow !  yay !  !  call me whenever :) ' , happy
' This is kind of weird but kind of interesting...    Umberto Eco: The Name of the Rose. You are a mystery novel dealing with theology, especially with catholic vs liberal issues. You search wisdom and knowledge endlessly, feeling that learning is essential in life.      Which literature classic are you?     brought to you by  Quizilla    Happy New Year \' s Eve !  !  ! ' , happy
' It \' s Christmas !  !  !  yay !  !  i \' m so happy that Alex got a new phone !  he finally got Tmobile, now we can talk for free all we want !  i got lots of DVDs and my digital camera was sent in and fixed !  !  !  so i should be able to put alot more pictures on here soon. well i hope everyone has a great day !  love you all ' , happy
' today is my BIRTHDAY !  YAY !  !  i had soo much fun !  !  yesterday alot of us went bowling, which was a ton of fun..last night, Alex, Aaron, and Daniel rolled us !  it was hilarious !  today they came over and cleaned it all up and then me and them watched Spiderman 2 !  i also got to Build a Bear for my birthday !  it was really fun...i love you guys so much !  thanks for the great bday weekend !  :) ' , happy
' Today I boardslide a handrail and i also hung out with Jes surprisingly. My sister and her messed with me so bad today, i can not trust anybody anymore. I love you Jes even though you are a little evil ' , happy
' I went skating today and yeah I was doing good, but I was sweaty. My band can not decide on a name. ohh well. I miss you sweetheart. I love you Jes. ' , happy
' I went to get a physical today at the good old charlotte hungerford hospital today.  No fun for me asking me all those questions, at least i was 100% serious with ever single one of my answers.  Then the horrible cough test. :( Ohh well its over now. I cant wait to see you again Jes. I love you. ' , happy
' This weekend was the best one in a long time....thanks to everyone who made it so spectacular !  !  ;)  &lt;3 emily ' , happy
' My friend Matt is getting married this weekend and since the break-up I really want to see some friendly type people so I \' m going to the Sault tomorrow instead of on Thursday. Should be a blast. Don \' t know if I \' ll have internet access for a while since the place I \' m staying doesn \' t even have a computer. But I \' ll update for sure when I get back next week. ' , happy
' omg 2morrow is the last day of school yes. i can not wait. omg and i \' m soo happy ( only brie and tino know what i \' m talking about) it feels so good omg i feel great yes my life is turning around yes  !  !  i \' m so happy  !  !  !  in band 2day was gay i hate when we do that !  !  o well that did make my day go bad. my day was awesome  !  !  ! ' , happy
' hey guys its amy !  this is my first entry i was just saying hi and making my first entry. if&nbsp;you knoes how to put pictures on tell me !  ! ' , happy
' John Milton, from  Areopagitica   \' ...for books are not absolutely dead things, but do contain a potency of life in them to be as active as the soul that whose progeny they are; nay, they do preserve as in a vial the purest efficacy and extraction of that living intellect that bred them. \'   Isn \' t that fucking awesome? ' , happy
' For all my bitching about my old boss...I swear she surprises me sometimes.  She just came by the office to bring me a jar of Italian Olive Salad that she found on her trip to New Orleans.  She always did remember that I love olives. ' , happy
' I just joined a live journal community dedicated to Johnny Depp.  Of course, I can think of MANY worse things than having my friends list littered with pictures of him.  *happy sigh* ' , happy
' This is from Second Helpings by Megan McCafferty. If you \' re reading it and you haven \' t finished book 2, you \' re ruining the whole thing for yourself, so please, DON \' T DO IT. But&nbsp;this is too great not to post in my LJ so I am. ' , happy
' i have come to the conclusion that jill makes me happy all the time.  birthday countdown 11 days what?  yesterday, allison and i were talking to sofia after school.  she pulls out her chapstick, and allison and i both look at it to see what brand it is.  she sees us looking at something and says,  \' what, is there a gnome behind me? \'  we love sofia.  -ellen ' , happy
' Nearly the whole ID quadrant saw my photoshop work tonight.  One of the comments was  \' Why the fuck are you a designer? \'   I feel rather good about that. ' , happy
' I \' m very surprised and happy. JK Rowling has announced that   Harry Potter and the half-blood Prince   is completed. I hope it will be published before the summer ' , happy
' Another episode of   ENCOUNTERS OF THE WEIRDEST KINDS  , ladies and gentlemen. Would someone please tell me if this is funny? I donâ€™t find it funny but Gino seemed to find it hilarious. ' , happy
' quick update, I \' ll post another later tonight....maybe  Picked up my new car yesterday(a  \' 99 oldsmobile intrigue) and I couldn \' t get car insurance today.  Being unable to drive my car to work yesterday was pretty frustrating.  So far I \' m loving it, it is definately better than what I \' ve been driving lately.  Even my mom \' s old truck was better than my old car.  Thanks again, mom ! ' , happy
' ok on friday yeah im sorry its completly my fault sarah hannah yeah i kno i was the one who came up with the idea and all and i couldnt go im sorry  its was completely my fault and i planned to do something with chris ahead of time then i messed up im sorry ' , happy
' You Are Belle !         Intelligent and kind. Your beauty goes much further than your apperance. Also, you make judgements of people based on their personality and not their looks. Attaining all the knowledge that you can is one of your major goals in life, but you are also a person who can make things happen.     Which Disney Princess Are You? ' , happy
' I recently discovered a band called  Pink Martini . Aside from being great lounge-type music, and ultimately an interesting sound, they appear to be eminently danceable. Sympathique, their first CD, has a lovely variety of waltzes, swing-types, and even a cha-cha.  Bliss ! ' , happy
' I took a picture with the cutest bunny in the world. It \' s name is Corona. I love it. I get to watch it this summer when Amy is on vacation. Yes. ' , happy
' ooookay.  school is scaring me.  project was due last friday, test today, quiz tomorrow, test the day after tomorrow, big project due the day after that, rough draft of another project due in a week, ew.  it \' s all accumulating but i don \' t care, i just keep watching that sex and the city...  listening to that music... eating that food... mwahahahahahha.  other than that, all systems are goodo.  :) ' , happy
' Woooo, I \' m in a good mood !   Because I have a cell phone !   And I \' m back in school !   And, I dunno.  People are cool. 8)  Also, my brother and I are TOTALLY owning Zelda.  Hellz yes. ' , happy
' OMG !   Today I got a letter from Frank !  !  !  !  !  !  !  !  !  Yes Frank Featherstiff !  !  !   He sends a big  \' SQUEE !  \'  to all yinz. :DDD  As soon as I got it I started squeeing right back at him, then I got my cat stationary (it \' s so cool. Maybe I \' ll send you a letter with it) and wrote one right back at him.  He \' s an awesome pen pal with amazing mallard stationary. ;)  *misses*  *lvoes* ' , happy
' Watched MaryKate&Ashley \' s  The Challenge .  I kid you not.  Derived much fun from laughing at it.  Also watched  Never Been Kissed  with Drew Barrymore.  NBK cute, although for a 25 year old woman, she was  very  immature.  I know the point was for her to be thus, but then to pair her with a person of her age... it broke even my sturdy chick flick shield of belief. ' , happy
' ok seriously...what the hell... i had a huuuge entry typed up.. then it all&nbsp;got freakin deleted... rrrrrrrrrrrrrrrr ' , happy
' I wanna give a big thanks to my sister Andrea and my Bestest friend ever Andie for surprising me last night. The two of them conspired with Alli and Laura and Jennette and took me to the Olive Garden for my birthday, well more like my birthday eve, but all the same. I had no idea, I walk in and they are all sitting there. I had so much fun, thank you all ! ' , happy
' I can fit my maternity jeans that I had when pregnant with Noah !  Couldn \' t get my thighs to get into them when I was pregnant with Ridley. Now I got lotsa room and lovin \'  it cuz now I have another option of pants to wear !    ~~~doing a little party dance~~~ ' , happy
' hey guys yup im jus chilln at home bcuz i dint want to go to soccer but i dont have a ride yup yup yup hahaha well if u wanna talk call me ' , happy
' I \' ve been enjoying a nice, long vacation in Honolulu and Orlando.  I \' ll catch up on my emails and comments ASAP !   Promise !  :)  I \' ll be back in the City of Angels next week... ' , happy
' Post a comment with a memory of me. It can be any kind of memory. Then post this in your journal and see what people remember about you. ' , happy
' â€œi am going crazy, i just want to tell you how i feel...i wish you would do something special on valentines day...like roses or just a hug, or maybe if i get lucky...i could feel your kissâ€� ' , happy
' This week has sucked.  I \' m not going to lie people, it has sucked such ASS it isn \' t even funny.  But tonight, tonight I \' m fucking fabulous !   I made up with a guy I was fighting with (Alanzo - so cute ! ) and had a wonderful, witty, engaging conversation with my new buddy Kaye.  This was just a quick note.   \' It \' s all for you... \'  I \' m so gay.  Love you ! ' , happy
' I got a truck !   its an  \' 84 toyota. Has a sunroof bench seats 5 speed transmission 4 wheel drive badass cd player  WOOT ! ' , happy
' Its great to see old friends. This is a photo of Bernie Z. I went to Jr High and High school with him. He is a very talented musician. We hung out last night, smoked some buds and watched The Song remains The Same,,,,,, It felt just like High school days,,, Very unreal and fun..... I suggest doing this if you have the opportunity :)   Love, Tracii ' , happy
' Happy Saint Patricks Day !  Grab some corned beef, boiled potatoes, and some cabbage !  Hope you \' re all wearing green eh? It \' s bad luck to not wear green on Saint Patricks day... ' , happy
' if i could walk around all day in matching underwear and tank tops, i would. because i feel cute in them. ' , happy
' it \' s been a while i know but i have a new journal it \' s cowboy_maniac.  go check it out. love y \' all !  Shu-shu ' , happy
' Hey Children !  What is up? !  Omg. I just went to the coolest restaurant for dinner !  !  Oh man. After that we went to the ESPN zone N NAILED the rower boat. yeaa !  !  SRR and PON FOREVER DAWGSSSS !  !  !  ttyl ' , happy
' Hey y \' all !  !  I \' m up in atlanta on this really cool computer that is like, no lie- smaller than a freakin laptop. anyways, that \' s&nbsp;where i am. i went to the vortex today and it was a lot of fun- lol- anyways, havin a drink ttyl ' , happy
' Yes...I \' m back...I had an amazing trip and there were lots of fun times and some interesting times....  I \' ll post more later....  Take care everyone !  !  !  !   *Vickie* ' , happy
' Co-op job obtained.  Come January, I shall be employed by Health Canada, working on the Canadian Network for Public Health Intelligence.  Much with the awesome. ' , happy
' I get two days off this week, plus Saturday. It \' s almost orgasmic.  And, I did LAUNDRY today. Weird how that has suddenly become a luxury in my life. ' , happy
' Ok so I might be a little hyper today.  I talked to Gary for a bit.  It was so good hearing his voice.  The only bad part is it makes me want to feel his arms around more.  I am honestly thinking about surprising him at work tommorrow.  Just to see him for a few moments. ' , happy
' I went to the pool with Lan !   It was an awesome day.  We raced back and forth across the pool several times.  I need to get in better shape.  So, I \' m going to the pool tomorrow too.  Feel free to come along !  =P  Going swimming felt so good.  I feel so alive.  And the hot shower helped too.  Yaaaaay !   /goes back to watching Pirates of the Caribbean ' , happy
' Tonight was good eventhough we didn \' t go to best buy (fuckerasses) but Bre and Lauren came over we did homework ate pizza Bre helped me a lot with math Lauren and i hung out it was good ' , happy
' going to work early getting off early going up to alpine to hopefully find Lauren found her rode with her for a while hit some jumps (gave her some pointers,now she is good) she left so i went to adri \' s hung out cause her parents wern \' t home went to meijer came home and now going to bed It was a good night ' , happy
' I spent the afternoon with Bridgit, it was fun to see  her again, but it seemed kinda short too.   Sam, tomorrow works great, whenever, after 11 it should be fine.  For those that know me well, my problem that I \' ve been having has finally resolved itself fully, and I don \' t need to worry about it anymore, so it is a happy day for me !  ! ' , happy
' well...I can say I \' ve been quite happy for some weeks. I really don \' t want to say much more than that. I don \' t want to spoil it. I love him forever.  -mel ' , happy
' It \' s morning. I \' m so tired...but atleast I \' m smiling. I really should go to bed when I get home today and not wake up. I \' m so exhausted. I fell happy...and that \' s where we \' ll leave it.  I love him forever !  NO one person can or will change that... ' , happy
' i need to update this more ... people may think i am dead  82 days to barthelona. am i the only one really looking forward to it?   true or false .. time bombs can be neutralised by deja vu?  cant think of anythin else, except ive dona all my maths homework for both and i done it all right and its the first time i ever done that ' , happy
' so i have the flu, which isnt too good; but, what is good, nay amazing, are the friends that i have !   even though ive been stuck in bed slash couch all day, i still received visitors !   i loved being able to see my friends and get caught up on the tournament !  i love you all very much !  XOXOX leeny ' , happy
' sorry i havent writen in like 20000 years but i \' ve been extremely busy skating my ass off for the competition that i will be leaving for in about an hour and a half :)  love you all, have a good weekend !  ! ' , happy
' DYNASTY - NOUN, A POWERFUL GROUP THAT MAINTAINES RULE FOR A SIGNIFICANT AMOUNT OF TIME.   that is all.               WOO ! ' , happy
' Third day in the new house and things are shaping up nicely.  We \' ve figured out that we \' ve got everything we need except furniture and a wide screen telly.  In other news I \' m now an uncle.  My sister gave birth the same day we moved in.  That \' s going to be wierd, being an uncle to someone on the other side of the world.  Life is good. ' , happy
' Work is such a pain in the ass. I never have time to do anything. Next week some of the guys are on spring break from school and will be home for awhile. I think we are going to go out camping and get plasterd. It has been awhile since I have drank I am really looking forward to it. Jessica had knee surgery a week ago. She has seemed pretty down and out lately. Got to go back to work !  Peace out ! ' , happy
' Well, one more to go.   Just to spite many of you, I \' m going to do my  best  to enjoy my Summer.  Ta.  -B.B. ' , happy
' very fun evening. after the game(bah humbug), we went out to Cheddar \' s and then to this very cool housing development. We just drove around and looked at houses, but it was mucho fun. well, sleep sound excellent right now, so tata. ' , happy
' YAY !  !  !  !  !  !   okay, something happened that i shouldnt be happy about, but i am.   SEAN BROKE UP WITH ME !  !  !  !  !  !  YAY !  !  !  !  ! 1   the reason he broke up with me is that ryan told him that i didnt want to go out with him anymore.   im sooooooo hyper right now:-p ' , happy
' Liscensing contract with  Yujean  has been signed and sent :D There will be stickers someday. I \' m sure I owe some of my friends for this. So thank you, you know who you are ;)  Dragons almost done too. ' , happy
' well today was ok. Nothing much happened. Tomorrow we get to wear team jerseys. Sierra said she might bring me a red white and blue soccer shirt. If she does thats gonna be awsome lol. Well today i beat cherish in a race down the halls. lol. Tomorrow we \' re gonna race again and i \' m gonna beat her again !  lol. Well tomorrrows the last week of the grading period. whoo hoo. lots of homework to do. ' , happy
' you dont even kno how angry i am today but i cant say anyting in case one of them will read this...and i thought i would be able to rant all i want...-_-ill see if i can wirte what i wanna later... ' , happy
' Went out to Borders today to get a couple of Journals. They were buy 2 get 1 free and at $4.99, I couldn \' t pass up the deal. ' , happy
' Well I had fun at my uncles weddon last night. Yeah seems his wife is french so they had jambalia which I like, especially with hot sauce. This means my uncle was married three times this being his third. On the flip side I made some new friends who used to be enemies and I was unbanned from the paradox lounge. Those new friends also joined newsite. We had fun talking about anything last night. ' , happy
' We \' re back (again).  Macroeconomics has been destroying me for the past few weeks.  It \' s over now. :) ' , happy
' *sigh*  Imagine... he would have been only 64.     Rodney Dangerfield died this week as well.  No respect at all... ' , happy
' Umm ss aahh see sss ahh ss umm ss ahh see sss ahh s s s s umm ss aahh see sss ahh ss umm ss ahh see sss ahh I \' ll beatbox you to death bitch. P.S. Vagrent Symphony kicks it old school ' , happy
' If someone could burn me a copy of the used (has to have the taste of ink) and maybe if someone could download give it all by rise against that would be sweet. peace ' , happy
' Happy New Year Bitches, This was the greatest winter break. I played ultimate in a long sleve tee shirt in december, had the best time with the bro and friends. And to top it all off, I have a new girlfriend. I love her.  Peace and Love -Ben ' , happy
' Your Icon is..... by   d3athofs3asons        Your Name           Your Age           Your B-day           Your Icon Is....                    Quiz created with MemeGen   !        I so wish I could steal that icon and put it in a pretty little box for keepsakes !   I love it !     -Katherine Chillingworth- ' , happy
' 33 photos from The Tea Party, at the Enmore Theatre in Sydney, 29th November 2004.                                                                                                          All images copyright Kate Walton 2004. Please do not use or reproduce without prior permission. ' , happy
